"subj";"cloze";"item";"n400";"cloze_ans";"N"
35;0;35;-11.48;0;44
35;0.03;23;9.59;1;44
35;0.9;30;16.34;40;44
35;0.07;36;2.56;3;44
35;0.03;32;3.96;1;44
35;0;27;2.17;0;44
35;0.53;22;21.29;23;44
35;0.53;33;7.41;23;44
35;0;40;-7.07;0;44
35;0.9;29;12.14;40;44
35;0.9;29;12.14;40;44
35;0.4;24;2.95;18;44
35;0.93;38;0.47;41;44
35;0.07;59;-17.64;3;44
35;0.03;51;2.58;1;44
35;0;48;9.2;0;44
35;0.4;43;4.38;18;44
35;0.93;53;24.94;41;44
35;0.73;58;-5.54;32;44
35;0.67;45;-11.75;29;44
35;1;41;10.83;44;44
35;0.37;50;7.33;16;44
35;0.13;47;-0.3;6;44
35;0.27;60;-2;12;44
35;0;52;-17.73;0;44
35;0.77;54;2.83;34;44
35;0.69;57;4.87;30;44
35;0.6;55;9.84;26;44
35;0.63;46;3.63;28;44
35;0.4;49;9.61;18;44
35;0.47;44;-8.18;21;44
35;0.37;42;21.32;16;44
35;0;56;9.03;0;44
35;0;79;-10.86;0;44
35;0.93;69;5.27;41;44
35;0.7;62;-6.82;31;44
35;0.57;70;-7.03;25;44
35;0;72;-0.98;0;44
35;0.93;65;-3.84;41;44
35;0.77;64;0.65;34;44
35;0.34;61;-3.75;15;44
35;0.8;73;12.08;35;44
35;0;75;-0.84;0;44
35;0.97;78;24.71;43;44
35;0.93;74;-6.56;41;44
35;1;77;3.09;44;44
35;0;71;-3.03;0;44
35;0.1;68;-1.71;4;44
35;0;63;-4.98;0;44
35;0;67;9.18;0;44
35;0.23;66;12.88;10;44
35;0;76;7.62;0;44
35;0;80;-17.29;0;44
36;1;6;23.71;44;44
36;0;15;-0.81;0;44
36;0.87;18;7.83;38;44
36;0.2;4;7.72;9;44
36;0;16;1.62;0;44
36;0.07;3;9.41;3;44
36;0.62;17;12.06;27;44
36;0;19;-8.76;0;44
36;0.97;1;-2.9;43;44
36;0.9;14;20.1;40;44
36;0.13;12;-13.4;6;44
36;0.97;13;4.76;43;44
36;0.34;8;3.44;15;44
36;1;2;4.08;44;44
36;0.93;5;2.47;41;44
36;0;20;10;0;44
36;0.8;10;11.56;35;44
36;0;7;10.76;0;44
36;0.93;9;-10.11;41;44
36;0.53;33;-10.84;23;44
36;0.03;23;-15.96;1;44
36;0.87;26;8.4;38;44
36;0;27;4.16;0;44
36;0.93;38;17.72;41;44
36;0;40;-18.63;0;44
36;0;31;3.73;0;44
36;0.9;29;19.44;40;44
36;0.9;29;19.44;40;44
36;0.67;28;-5.72;29;44
36;0.03;32;8.84;1;44
36;0.97;25;-11.39;43;44
36;0.9;30;9.43;40;44
36;0.77;21;2.53;34;44
36;0.53;22;12.15;23;44
36;0.8;37;5.91;35;44
36;0.07;36;-18.56;3;44
36;0.4;24;8.75;18;44
36;0;39;5.25;0;44
36;0;35;3.28;0;44
36;0.73;58;4.67;32;44
36;0.13;47;-2.43;6;44
36;0.69;57;-14.2;30;44
36;0.27;60;6.28;12;44
36;0.93;53;11.46;41;44
36;0.37;50;12.82;16;44
36;0.4;49;-3.3;18;44
36;0.47;44;-7.14;21;44
36;1;41;-7.67;44;44
36;0.77;54;3.86;34;44
36;0.67;45;11.37;29;44
36;0.6;55;19.25;26;44
36;0;56;2.6;0;44
36;0.63;46;-4.84;28;44
36;0.37;42;26.32;16;44
36;0.07;59;3.01;3;44
36;0;48;-5.13;0;44
36;0.4;43;18.71;18;44
36;0;52;-30.01;0;44
36;0.03;51;-1.8;1;44
36;0.97;78;4.8;43;44
36;0.8;73;-2.72;35;44
36;0;75;-1.38;0;44
36;0;76;-3.02;0;44
36;0.1;68;1.28;4;44
36;0.57;70;8.93;25;44
36;0;67;2.84;0;44
36;0;63;-21.6;0;44
36;0.93;74;11.29;41;44
36;0.34;61;2.21;15;44
36;0;72;1.04;0;44
36;0.93;69;13.54;41;44
36;0.93;65;5.6;41;44
36;0.7;62;11.51;31;44
36;1;77;-12.37;44;44
36;0;71;-12.63;0;44
36;0.23;66;5.24;10;44
36;0.77;64;-13.13;34;44
37;0;18;-6.95;0;44
37;0;5;-13.32;0;44
37;0.03;10;8.87;1;44
37;0;17;0.16;0;44
37;0.9;15;20.37;40;44
37;0.87;11;22.15;38;44
37;0.03;9;5.79;1;44
37;0;13;-12.15;0;44
37;0.93;16;-8.72;41;44
37;0.03;2;12.31;1;44
37;0;1;16.84;0;44
37;0.8;7;13.65;35;44
37;0.9;20;19.38;40;44
37;0.97;8;-7.83;43;44
37;0;6;-14.85;0;44
37;1;12;18.41;44;44
37;1;19;23.54;44;44
37;1;3;11.93;44;44
37;0;14;0.53;0;44
37;0.93;4;21.41;41;44
37;0;25;-6.97;0;44
37;0.97;39;-0.84;43;44
37;0.93;24;0.34;41;44
37;0;38;10.31;0;44
37;0.27;28;8.26;12;44
37;0;30;-1.88;0;44
37;0;37;3.3;0;44
37;0;33;-2.15;0;44
37;0.8;32;5.29;35;44
37;0.9;29;7.43;40;44
37;0.9;29;7.43;40;44
37;0.93;23;3.03;41;44
37;0.97;35;-1.04;43;44
37;0.93;40;3.09;41;44
37;0.97;27;3.05;43;44
37;0.3;34;1.98;13;44
37;0.77;36;6.94;34;44
37;0;26;2.3;0;44
37;0.03;21;12.4;1;44
37;0.07;41;16.9;3;44
37;0;57;9.45;0;44
37;0.9;60;3.01;40;44
37;0.13;42;5.45;6;44
37;0.9;44;29.04;40;44
37;0;58;-3.16;0;44
37;0.07;53;5.6;3;44
37;0.93;55;-10.04;41;44
37;0.5;49;8.62;22;44
37;0.2;46;-5.09;9;44
37;0.87;48;5.47;38;44
37;0.3;54;4.84;13;44
37;0.87;52;13.57;38;44
37;0.93;43;-1.47;41;44
37;0.73;59;-1.14;32;44
37;0.9;51;9.39;40;44
37;0;74;15.3;0;44
37;0.07;73;5.69;3;44
37;0.9;72;12.64;40;44
37;0.83;63;-6.31;37;44
37;0;61;-8.25;0;44
37;0.07;66;0.06;3;44
37;0.5;64;-0.09;22;44
37;0;62;25.35;0;44
37;0.93;77;2.37;41;44
37;0.83;78;12.68;37;44
37;0.03;70;-5.32;1;44
37;0.9;76;-1.7;40;44
37;0.07;65;-0.46;3;44
37;0.27;68;-26.85;12;44
37;0.87;67;-2.67;38;44
37;0.9;71;16.23;40;44
37;0;69;21.89;0;44
37;0.97;80;30.82;43;44
37;0.97;79;9;43;44
